ID,Lat,Lon,Archive,Proxy,minYear,maxYear,Resolution,Publication,Data Citation,inComposites
Eur_005,47,25.3,tree,TRW,1163,2005,  1,popa2008long,popa2008eurDataCitation,yes
Eur_006,47,10.7,tree,TRW,-500,2003,  1,buntgen20112500,buntgen2012eurDataCitation,yes
Eur_007,46.4,7.8,tree,MXD,755,2004,  1,buntgen2006summer,buntgen2006eurDataCitation,yes
Eur_008,44,7.5,tree,TRW,969,2007,  1,buntgen2012fading,buntgen2012eurDataCitation,yes
Eur_009,42.5,1,tree,TRW,1260,2005,  1,dorado2012estimating,dorado2012eurDataCitation,yes
Eur_011,49,13,documents,TRW,1500,2007,  1,dobrovolny2009monthly,dobrovolny2010eurDataCitation,yes
Eur_012,42.5,0.75,lake sediment,chrysophyte,578,1994, 25,pla2004chrysophyte,authoreurDataCitation,yes
Eur_013,62,28.325,tree,MXD,760,2000,  1,helama2014a,helama2014eurDataCitation,yes
Eur_014,46.5,9.8,lake sediment,chironomid,1032,1975,  1,larocque2010thousand,larocque2010eurDataCitation,yes
Eur_015,46.5,9.8,lake sediment,reflectance,1175,1949,  1,trachsel2010scanning,trachsel2010eurDataCitation,yes
Eur_016,46.15,7.5,lake sediment,midge,1083,2001,  1,larocque2012a,larocque2012eurDataCitation,yes
Eur_017,42.9,-3.5,speleothem,d18O,-1949,2000,  3,martin2011land,martin2011eurDataCitation,yes
Eur_018,47.1,11.6,speleothem,d18O,-90,1935,  3,mangini2005reconstruction,mangini2005eurDataCitation,yes
Eur_019,59.32,18.06,documents,historic,1502,1892,  1,leijonhufvud2009five,leijonhufvud2010eurDataCitation,yes
Eur_020,59.4,24.75,documents,historic,1500,2000,  1,tarand2001the,authoreurDataCitation,yes
NAm_001,35.3,-111.4,tree,TRW,1,2002,  1,salzer2005reconstructed,graybill1995namDataCitation,yes
NAm_002,67.1,-159.6,tree,TRW,978,1992,  1,kingak046DataCitation,king2003namDataCitation,yes
NAm_003,60.5,-148.3,tree,TRW,873,1991,  1,barclayak094DataCitation,barclay2013namDataCitation,yes
NAm_007,36.5,-118.2,tree,TRW,898,1987,  1,graybillca528DataCitation,graybill1995namDataCitation,yes
NAm_008,36.3,-118.4,tree,TRW,699,1987,  1,graybillca529DataCitation,graybill1995namDataCitation,yes
NAm_009,36.3,-118.2,tree,TRW,917,1987,  1,graybillca530DataCitation,graybill1995namDataCitation,yes
NAm_011,37.2,-118.1,tree,TRW,-1,1990,  1,graybillca534DataCitation,graybill1995namDataCitation,yes
NAm_013,37.8,-119.2,tree,TRW,800,1996,  1,kingca606DataCitation,king2000namDataCitation,yes
NAm_018,36.3,-118.3,tree,TRW,831,1992,  1,graumlichca636DataCitation,graumlich2006namDataCitation,yes
NAm_019,36.4,-118.2,tree,TRW,-215,1992,  1,graumlichca637DataCitation,graumlich2006namDataCitation,yes
NAm_026,51.4,-117.3,tree,MXD,1072,1991,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_029,52.7,-118.3,tree,TRW,1104,1996,  1,youngblut2013evaluating,luckman2012namDataCitation,yes
NAm_030,50.8,-115.3,tree,TRW,1069,1993,  1,colenutt1995the,colenutt2013namDataCitation,yes
NAm_032,60.2,-138.5,tree,TRW,913,2001,  1,clague2006rapid,luckman2013namDataCitation,yes
NAm_041,39.9,-105.9,tree,MXD,1296,1993,  1,brownco586DataCitation,brown2005namDataCitation,yes
NAm_044,45.3,-111.3,tree,TRW,470,1998,  1,kingmt112DataCitation,king2002namDataCitation,yes
NAm_045,46.3,-113.2,tree,TRW,999,1998,  1,hughesmt116DataCitation,hughes2005namDataCitation,yes
NAm_046,46,-113.4,tree,TRW,1200,2005,  1,littellmt119DataCitation,littell2011namDataCitation,yes
NAm_049,40.2,-115.5,tree,TRW,320,1985,  1,graybillnv512DataCitation,graybill1994namDataCitation,yes
NAm_050,38.5,-114.2,tree,TRW,825,1983,  1,graybillnv513DataCitation,graybill1994namDataCitation,yes
NAm_059,47.3,-121.3,tree,TRW,1259,1980,  1,graumlichwa056DataCitation,graumlich2003namDataCitation,yes
NAm_060,48.3,-120.3,tree,TRW,1316,1980,  1,graumlichwa061DataCitation,graumlich2003namDataCitation,yes
NAm_064,44.4,-110.1,tree,MXD,1388,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_065,44.5,-70.1,lake sediment,pollen,362,1960, 31,gajewski1988late,gajewski1993namDataCitation,yes
NAm_066,46.7,-114.2,tree,TRW,1150,1998,  1,kipfmueller2008reconstructed,kipfmullernamDataCitation,yes
NAm_067,33.8,-79,lake sediment,pollen,52,1960, 39,gajewski1988late,gajewski1993namDataCitation,yes
NAm_068,46.3,-67.9,lake sediment,pollen,10,1967, 33,gajewski1988late,gajewski1993namDataCitation,yes
NAm_069,45.3,-91.5,lake sediment,pollen,1044,1950, 18,gajewski1988late,gajewski1993namDataCitation,yes
NAm_070,43,-109.6,tree,TRW,1227,2001,  1,pederson2011the,hillnamDataCitation,yes
NAm_071,37,-116.5,tree,TRW,1,2009,  1,salzer2013five,salzernamDataCitation,yes
NAm_072,50.2,-122.9,lake sediment,varve thickness,1388,1999,  1,schiefer2006extreme,menounosnamDataCitation,yes
NAm_073,46.2,-89.7,lake sediment,pollen,-53,1960, 22,gajewski1988late,gajewski1993namDataCitation,yes
NAm_074,48,91,lake sediment,pollen,1030,1970, 10,gajewski1988late,gajewski1993namDataCitation,yes
NAm_075,45.8,-75.1,lake sediment,pollen,1007,2007, 10,paquette2013climatic,paquette2015namDataCitation,yes
NAm_076,45.89,-95.478,lake sediment,pollen,1120,1900,  4,st2008a,st2014namDataCitation,yes
NAm_077,45.89,-95.478,lake sediment,pollen,1120,1900,  4,st2008a,st2014namDataCitation,yes
NAm_078,45.3,-91.5,lake sediment,pollen,1237,1950, 18,gajewski1988late,gajewski1993namDataCitation,yes
NAm_079,42.083,-123.416,speleothem,d18O,-6015,1716,  2,ersek2012holocene,ersek2012namDataCitation,yes
NAm_080,45.3,-91.5,lake sediment,pollen,1121,1965, 17,gajewski1988late,gajewski1993namDataCitation,yes
NAm_081,36.5,-118.3,tree,TRW,494,2001,  1,kipfmueller2010linear,bunnnamDataCitation,yes
NAm_082,54.21,-71.35,tree,TRW,910,2011,  1,gennaretti2014volcano,gennaretti2014namDataCitation,yes
NAm_083,60.4,-147.8,tree,TRW,1422,1972,  1,frittsak001DataCitation,fritts1995namDataCitation,yes
NAm_084,63.7,-149.6,tree,MXD,1551,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_085,61.8,-147.3,tree,TRW,1654,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_086,61.8,-147.3,tree,MXD,1654,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_087,58.1,-152.7,tree,TRW,1690,1996,  1,harlanak014DataCitation,harlan1998namDataCitation,yes
NAm_088,60,-141.7,tree,TRW,1428,1995,  1,wilesak021DataCitation,wiles2000namDataCitation,yes
NAm_089,63.3,-147.8,tree,TRW,1642,1997,  1,lloydak035DataCitation,lloyd2002namDataCitation,yes
NAm_090,65.2,-162.2,tree,TRW,1607,2002,  1,rak057DataCitation,d2000namDataCitation,yes
NAm_091,65.2,-162.2,tree,TRW,1406,2002,  1,rak058DataCitation,d2000namDataCitation,yes
NAm_092,65.2,-162.3,tree,TRW,1621,2002,  1,rak060DataCitation,d2000namDataCitation,yes
NAm_093,65.2,-162.2,tree,TRW,1556,2002,  1,rak070DataCitation,d2000namDataCitation,yes
NAm_094,62.4,-143.1,tree,TRW,1471,1997,  1,jacobyak074DataCitation,jacoby2000namDataCitation,yes
NAm_095,62.4,-143.1,tree,MXD,1540,1997,  1,jacobyak074DataCitation,jacoby2000namDataCitation,yes
NAm_096,61.3,-142.7,tree,TRW,1557,1997,  1,jacobyak078DataCitation,jacoby2000namDataCitation,yes
NAm_097,55.3,-131.6,tree,TRW,1550,1999,  1,wilesak098DataCitation,wiles2011namDataCitation,yes
NAm_098,58.4,-134.6,tree,TRW,1380,1999,  1,wilesak102DataCitation,wiles2011namDataCitation,yes
NAm_099,56,-132,tree,TRW,1343,2000,  1,darrigoak114DataCitation,d2011namDataCitation,yes
NAm_100,65.2,-162.3,tree,TRW,1389,2001,  1,darrigoak115DataCitation,d2011namDataCitation,yes
NAm_101,65.2,-162.3,tree,MXD,1389,2001,  1,darrigoak115DataCitation,d2011namDataCitation,yes
NAm_102,62,-142,tree,MXD,1540,1998,  1,darrigoak116DataCitation,d2011namDataCitation,yes
NAm_103,67,-152,tree,MXD,1524,1990,  1,darrigoak117DataCitation,d2011namDataCitation,yes
NAm_104,68.7,-141.6,tree,MXD,1073,2002,  1,anchukaitis2013tree,anchukaitis2013namDataCitation,yes
NAm_105,57.1,-135.4,tree,TRW,1605,1985,  1,kaisernamDataCitation,kaiser1996namDataCitation,yes
NAm_106,35.4,-110.2,tree,MXD,1453,1983,  1,briffa2002tree,briffa1996namDataCitation,yes
NAm_107,32.5,-110.8,tree,MXD,1568,1983,  1,briffa2002tree,briffa1996namDataCitation,yes
NAm_108,37.8,-119.3,tree,MXD,1513,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_109,37.9,-119.2,tree,TRW,1430,1996,  1,kingnamDataCitation,king2000namDataCitation,yes
NAm_110,34.1,-116.8,tree,TRW,1534,1995,  1,biondica609DataCitation,biondi2001namDataCitation,yes
NAm_111,58.4,-68.4,tree,TRW,1641,1974,  1,cropper1981tree,fritts1995namDataCitation,yes
NAm_112,68.6,-138.6,tree,TRW,1570,1977,  1,cropper1981tree,church1995namDataCitation,yes
NAm_113,62.7,-111,tree,MXD,1610,1988,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_114,56.2,-67.7,tree,TRW,1659,1988,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_115,56.2,-67.7,tree,MXD,1659,1988,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_116,61.7,-139.7,tree,MXD,1585,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_117,54.9,-127.3,tree,TRW,1680,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_118,54.9,-127.3,tree,MXD,1680,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_119,53.3,-120.7,tree,MXD,1649,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_120,52.3,-117,tree,TRW,1608,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_121,52.3,-117,tree,MXD,1608,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_122,51.8,-116.2,tree,MXD,1634,1983,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_123,49.4,-123.1,tree,MXD,1413,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_124,49.2,-125.2,tree,MXD,1629,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_125,49.9,-118.9,tree,TRW,1669,1998,  1,parishcana151DataCitation,parish2000namDataCitation,yes
NAm_126,67.2,-115.9,tree,TRW,1428,1977,  1,jacoby1989reconstructed,jacoby2000namDataCitation,yes
NAm_127,64,-103.9,tree,TRW,1491,1984,  1,jacoby1989reconstructed,jacoby2000namDataCitation,yes
NAm_128,65,-138.3,tree,TRW,1550,1975,  1,jacoby1989reconstructed,jacoby2000namDataCitation,yes
NAm_129,55.3,-77.8,tree,TRW,1352,1989,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_130,55.3,-77.8,tree,MXD,1352,1989,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_131,52.3,-117.3,tree,MXD,1665,1994,  1,schweingruber1996tree,schweingruber2000namDataCitation,yes
NAm_132,56.9,-61.5,tree,TRW,1634,1997,  1,d2003interannual,buckley1997namDataCitation,yes
NAm_133,50.2,-117.1,tree,TRW,1669,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_134,50.2,-117.1,tree,MXD,1685,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_135,49.4,-117.2,tree,TRW,1693,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_136,50.6,-118.6,tree,TRW,1477,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_137,50.6,-118.6,tree,MXD,1528,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_138,49.7,-118.9,tree,TRW,1580,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_139,49.7,-118.9,tree,MXD,1512,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_140,50.7,-121.5,tree,TRW,1554,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_141,50.7,-121.5,tree,MXD,1689,1997,  1,luckman2005summer,wilson2007namDataCitation,yes
NAm_142,56,-61,tree,TRW,1689,1998,  1,darrigocana313DataCitation,d2011namDataCitation,yes
NAm_143,69.5,-127.8,tree,MXD,1550,1993,  1,jacobycana321DataCitation,jacoby2011namDataCitation,yes
NAm_144,58,-94,tree,TRW,1650,1982,  1,darrigocana324DataCitation,d2011namDataCitation,yes
NAm_145,59.9,-136.8,tree,TRW,1670,2003,  1,luckmancana358DataCitation,luckman2013namDataCitation,yes
NAm_146,59.8,-136.6,tree,TRW,1572,2003,  1,luckmancana359DataCitation,luckman2013namDataCitation,yes
NAm_147,61.4,-128.4,tree,TRW,1697,2002,  1,kenigsbergnamDataCitation,kenigsberg2013namDataCitation,yes
NAm_148,59.6,-133.4,tree,TRW,1645,1999,  1,kenigsbergnamDataCitation,kenigsberg2013namDataCitation,yes
NAm_149,60.1,-134.4,tree,TRW,1700,2003,  1,kenigsbergcana384DataCitation,kenigsberg2013namDataCitation,yes
NAm_150,51.1,-115.8,tree,MXD,1440,1987,  1,colenutt1995the,colenutt2013namDataCitation,yes
NAm_151,52.2,-117.2,tree,TRW,920,1987,  1,luckman2005summer,luckman2014namDataCitation,yes
NAm_152,52.2,-117.2,tree,MXD,1665,1994,  1,luckman2005summer,luckman2014namDataCitation,yes
NAm_153,52.7,-118.3,tree,TRW,1563,1996,  1,george2001extracting,luckman2014namDataCitation,yes
NAm_154,51.7,-116.5,tree,TRW,1575,2000,  1,luckman2005summer,luckman2014namDataCitation,yes
NAm_155,52.9,-117.3,tree,TRW,1528,1990,  1,george2001extracting,luckman2014namDataCitation,yes
NAm_156,52.6,-117.9,tree,TRW,1513,1990,  1,george2001,luckman2014namDataCitation,yes
NAm_157,50.6,-115,tree,TRW,1613,1987,  1,george2001,luckman2014namDataCitation,yes
NAm_158,52.2,-117.2,tree,TRW,1428,2000,  1,luckman2000impact,kavanagh2014namDataCitation,yes
NAm_159,50.9,-115.2,tree,TRW,1619,1987,  1,george2001,luckman2014namDataCitation,yes
NAm_160,53,-118.2,tree,TRW,1625,1990,  1,george2001,luckman2014namDataCitation,yes
NAm_161,52.9,-118,tree,TRW,1489,1990,  1,george2001,luckman2014namDataCitation,yes
NAm_162,53.2,-119.5,tree,TRW,1569,1989,  1,george2001,luckman2014namDataCitation,yes
NAm_163,52.8,-117.7,tree,TRW,1600,1990,  1,george2001,luckman2014namDataCitation,yes
NAm_164,40.1,-105.6,tree,MXD,1610,1982,  1,kienastco517DataCitation,kienast1996namDataCitation,yes
NAm_165,37.9,-107.7,tree,MXD,1626,1983,  1,graybillco552DataCitation,graybill1994namDataCitation,yes
NAm_166,39.3,-105,tree,TRW,1530,1983,  1,harlanco553DataCitation,briffa1996namDataCitation,yes
NAm_167,39.3,-105,tree,MXD,1530,1983,  1,harlanco553DataCitation,briffa1996namDataCitation,yes
NAm_168,38.7,-107.6,tree,TRW,1565,1982,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_169,38.7,-107.6,tree,MXD,1565,1982,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_170,39.9,-105.9,tree,TRW,1224,1992,  1,brownco586DataCitation,brown2005namDataCitation,yes
NAm_171,40.6,-105.8,tree,TRW,1552,2003,  1,biglerco633DataCitation,bigler2007namDataCitation,yes
NAm_172,43.9,-114.7,tree,MXD,1530,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_173,44.6,-114.5,tree,TRW,1305,1997,  1,hughesid013DataCitation,hughes2005namDataCitation,yes
NAm_174,44.6,-114.5,tree,MXD,1488,1997,  1,hughesid013DataCitation,hughes2005namDataCitation,yes
NAm_175,44.8,-70.8,tree,MXD,1667,1977,  1,conkeyme010DataCitation,conkey1994namDataCitation,yes
NAm_176,31,-115.5,tree,TRW,1536,1995,  1,fmexi020DataCitation,biondi2001namDataCitation,yes
NAm_177,25.1,-106.3,tree,TRW,1675,1993,  1,petermexi043DataCitation,fule2009namDataCitation,yes
NAm_178,45.8,-112.5,tree,TRW,1496,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_179,45.8,-112.5,tree,MXD,1496,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_180,45.9,-114.3,tree,TRW,12,1997,  1,hughesmt115DataCitation,hughes2005namDataCitation,yes
NAm_181,45.9,-114.3,tree,MXD,1434,1997,  1,hughesmt115DataCitation,hughes2005namDataCitation,yes
NAm_182,46,-113.4,tree,TRW,1248,2006,  1,littellmt120DataCitation,littell2011namDataCitation,yes
NAm_183,49,-114,tree,TRW,1252,1990,  1,colenuttmt126DataCitation,colenutt2011namDataCitation,yes
NAm_184,43,-122.2,tree,MXD,1564,1983,  1,briffa2002tree,briffa1996namDataCitation,yes
NAm_185,45.3,-121.7,tree,MXD,1504,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_186,49.3,-114.4,tree,TRW,1616,2012,  1,sauchyntamarackDataCitation,sauchyn2016namDataCitation,yes
NAm_187,37.6,-113.9,tree,MXD,1581,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_188,49.8,-114.5,tree,TRW,1488,2010,  1,sauchynvicaryDataCitation,sauchyn2016namDataCitation,yes
NAm_189,48.7,-120.7,tree,TRW,1685,1991,  1,petersonwa069DataCitation,peterson1994namDataCitation,yes
NAm_190,48.7,-120.7,tree,TRW,1585,1991,  1,petersonwa071DataCitation,peterson1994namDataCitation,yes
NAm_191,48.7,-120.7,tree,TRW,1529,1990,  1,petersonwa072DataCitation,peterson1994namDataCitation,yes
NAm_192,46.2,-122.2,tree,MXD,1609,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_193,48.7,-118.3,tree,TRW,1605,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_194,48.7,-118.3,tree,MXD,1605,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_195,47.9,-123.8,tree,TRW,1570,1992,  1,petersonwa097DataCitation,peterson1994namDataCitation,yes
NAm_196,46.2,-121.5,tree,TRW,1610,1992,  1,petersonwa104DataCitation,peterson1994namDataCitation,yes
NAm_197,44.2,-107.1,tree,MXD,1496,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_198,41.3,-107.7,tree,TRW,1401,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_199,41.3,-107.7,tree,MXD,1401,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_200,44.8,-107.9,tree,MXD,1508,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_201,43.7,-110.1,tree,TRW,1672,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_202,43.7,-110.1,tree,MXD,1672,1983,  1,schweingruber1996tree,briffa1996namDataCitation,yes
NAm_203,41.4,-106.2,tree,TRW,1097,1999,  1,brownwy030DataCitation,brown2005namDataCitation,yes
NAm_204,41.4,-106.2,tree,MXD,1483,2000,  1,brownwy030DataCitation,brown2005namDataCitation,yes
Ocn_001,66.55,-17.7,marine sediment,diatom,157,1952, 17,jiang2005evidence,jiang2005arcDataCitation,yes
Ocn_002,63.76,5.26,marine sediment,Foram d18O,-957,1999,  7,sejrup2011a,sejruparcDataCitation,yes
Ocn_003,66.97,7.64,marine sediment,diatom,-4076,1995, 12,berner2011holocene,berner2014arcDataCitation,yes
Ocn_004,-5.2012,117.4867,marine sediment,Foram Mg/Ca,-40,1815,  8,newton2011changes,newton2012o2klrmakassarstraitDataCitation,yes
Ocn_005,36.2053,-4.3133,marine sediment,alkenone,564,1999, 32,nieto2013climate,nieto2012o2klrDataCitation,yes
Ocn_006,24.83,65.92,marine sediment,alkenone,-216,1950, 18,doose2001high,doose2001o2klrDataCitation,yes
Ocn_007,32.784,-76.276,marine sediment,Foram Mg/Ca,250,1850,100,saenger2011regional,saenger2011o2klrDataCitation,yes
Ocn_008,30.85,-10.2685,marine sediment,alkenone,754,1950, 37,kim2007impacts,doose2001o2klrDataCitation,yes
Ocn_009,30.845,-10.0983,marine sediment,alkenone,-225,1998, 12,mcgregor2007rapid,mcgregor2007o2klrDataCitation,yes
Ocn_011,10.77,-64.77,marine sediment,Foram Mg/Ca,1221,1990,  1,black2007an,black2007o2klrDataCitation,yes
Ocn_013,10.7,-64.94,marine sediment,Foram Mg/Ca,-158,1399,145,lea2003synchroneity,lea2003o2klrDataCitation,yes
Ocn_014,-41,-74.45,marine sediment,alkenone,4,1650, 76,lamy2002high,lamy2002o2klrDataCitation,yes
Ocn_015,24.59,-83.58,marine sediment,Foram Mg/Ca,659,1949, 22,lund2006florida,lund2007o2klrDataCitation,yes
Ocn_016,24.33,-83.26,marine sediment,Foram Mg/Ca,995,1925, 23,lund2006florida,lund2007o2klrDataCitation,yes
Ocn_017,16.8402,-16.7327,marine sediment,Foram Mg/Ca,-236,2004,  9,kuhnert2011multidecadal,kuhnert2011o2klrDataCitation,yes
Ocn_018,45.89,-62.8,marine sediment,alkenone,351,1950, 32,keigwin2003a,keigwin2011o2klrDataCitation,yes
Ocn_019,43.53,-62.48,marine sediment,alkenone,400,1950,110,sachs2007cooling,keigwin2007o2klrDataCitation,yes
Ocn_020,55.5,-13.9,marine sediment,Foram Mg/Ca,-368,1998, 22,richter2009late,richter2009o2klrDataCitation,yes
Ocn_021,27.55,-93.93,marine sediment,Foram Mg/Ca,1217,1950, 19,richey2009regionally,richey2010o2klrDataCitation,yes
Ocn_022,26.68,-93.93,marine sediment,Foram Mg/Ca,1371,1950, 24,richey2009regionally,richey2010o2klrDataCitation,yes
Ocn_023,24.58,-79.26,marine sediment,Foram Mg/Ca,1065,1950, 26,lund2006florida,richter2009o2klrDataCitation,yes
Ocn_024,24.765,-79.29,marine sediment,Foram Mg/Ca,590,1950, 34,lund2006florida,lund2007o2klrDataCitation,yes
Ocn_025,2.5,9.38,marine sediment,Foram Mg/Ca,40,1590, 30,weldeab2007155,weldeab2007o2klrDataCitation,yes
Ocn_027,-44.33,-72.97,marine sediment,alkenone,212,1784, 24,sepulveda2009late,sepulveda2012o2klrDataCitation,yes
Ocn_028,32.977,-76.316,marine sediment,Foram Mg/Ca,450,1850, 50,saenger2011regional,saenger2011o2klrDataCitation,yes
Ocn_029,36.03,141.78,marine sediment,alkenone,-233,1947, 26,isono2009the,isono2009o2klrDataCitation,yes
Ocn_030,43.48,-54.87,marine sediment,alkenone,-230,1850,130,keigwin2005the,keigwin2007o2klrDataCitation,yes
Ocn_032,66.97,7.63,marine sediment,alkenone,-290,1390, 30,calvo2002high,grimalt2006o2klrDataCitation,yes
